sig_id,cell_iname,donor_sex,pert_idose,pert_itime
CPC018_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC006_MCF7_24H:B04,MCF7,F,10 uM,24 h
CPC006_SKM1_6H:BRD-K81418486-001-13-7:11.1,SKM1,M,12 uM,6 h
CPC006_SKMEL28_6H:BRD-K81418486-001-13-7:11.1,SKMEL28,M,12 uM,6 h
CPC012_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC006_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC019_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC006_LOVO_6H:BRD-K81418486:10,LOVO,M,10 uM,6 h
CPC006_TYKNU_6H:BRD-K81418486:10,TYKNU,F,10 uM,6 h
CPC012_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC015_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC006_SW948_6H:B04,SW948,F,10 uM,6 h
CPC006_SNUC4_6H:BRD-K81418486:10,SNUC4,M,10 uM,6 h
CPC013_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC020_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC013_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC006_A375_24H:BRD-K81418486-001-13-7:11.1,A375,F,12 uM,24 h
CPC008_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC014_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC006_U937_6H:BRD-K81418486:10,U937,M,10 uM,6 h
CPC007_A549_6H:BRD-K81418486-001-21-0:10,A549,M,10 uM,6 h
CPC007_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC020_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC010_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC020_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC005_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC007_A375_6H:D02,A375,F,10 uM,6 h
CPC006_SKMEL28_6H:BRD-K81418486:10,SKMEL28,M,10 uM,6 h
CPC006_MCF7_24H:J17,MCF7,F,12 uM,24 h
CPC007_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC006_NOMO1_6H:BRD-K81418486-001-13-7:11.1,NOMO1,F,12 uM,6 h
CPC019_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC005_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC014_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC016_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC006_SW480_6H:BRD-K81418486:10,SW480,M,10 uM,6 h
CPC016_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC006_NCIH596_6H:BRD-K81418486:10,NCIH596,M,10 uM,6 h
CPC012_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC006_HCC515_6H:J17,HCC515,F,12 uM,6 h
CPC013_HT29_6H:B04,HT29,F,10 uM,6 h
CPC002_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC006_LOVO_6H:BRD-K81418486-001-13-7:11.1,LOVO,M,12 uM,6 h
CPC018_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC006_AGS_6H:BRD-K81418486-001-13-7:11.1,AGS,F,12 uM,6 h
CPC005_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC009_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC018_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC002_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC020_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC006_SNGM_6H:BRD-K81418486-001-13-7:11.1,SNGM,F,12 uM,6 h
CPC014_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC013_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC006_A673_6H:BRD-K81418486:10,A673,F,10 uM,6 h
CPC006_SKLU1_6H:BRD-K81418486:10,SKLU1,F,10 uM,6 h
CPC019_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC009_PC3_6H:B04,PC3,M,10 uM,6 h
CPC006_A375_6H:J17,A375,F,12 uM,6 h
CPC013_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC006_OV7_6H:BRD-K81418486-001-13-7:11.1,OV7,F,12 uM,6 h
CPC006_VCAP_6H:BRD-K81418486-001-13-7:11.1,VCAP,M,12 uM,6 h
CPC001_VCAP_6H:B04,VCAP,M,10 uM,6 h
CPC006_SKMEL1_6H:BRD-K81418486-001-13-7:11.1,SKMEL1,M,12 uM,6 h
CPC007_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC006_A673_6H:BRD-K81418486-001-13-7:11.1,A673,F,12 uM,6 h
CPC010_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC006_SW620_6H:B04,SW620,M,10 uM,6 h
CPC015_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC003_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC005_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
CPC007_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
CPC006_DV90_6H:BRD-K81418486:10,DV90,M,10 uM,6 h
CPC006_RMUGS_6H:J17,RMUGS,F,12 uM,6 h
CPC015_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC012_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC009_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC016_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
DOS046_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS048_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS050_HT29_24H:A04,HT29,F,0.5 uM,24 h
DOS059_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS005_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS001_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS039_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS048_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS052_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS055_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS055_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS006_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS053_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS036_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS058_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS024_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS056_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS030_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS032_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS054_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS055_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS002_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS039_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS047_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS052_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS024_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS050_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS054_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS009_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS034_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS043_HT29_24H:B04,HT29,F,10 uM,24 h
DOS056_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS033_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS047_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS043_HT29_24H:B03,HT29,F,0.12 uM,24 h
DOS053_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS051_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS047_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS054_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS040_HT29_24H:B03,HT29,F,0.12 uM,24 h
DOS040_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS051_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS054_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS023_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS034_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS043_HT29_24H:A04,HT29,F,0.5 uM,24 h
DOS049_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS049_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS057_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS058_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS018_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS058_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS041_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS003_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS031_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS032_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS049_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS060_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS044_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS049_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS043_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS019_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS057_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS033_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS004_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS045_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS051_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS032_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS054_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS044_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS032_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS052_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS015_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS047_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS052_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS015_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS057_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS006_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS059_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS039_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS051_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS028_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS058_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS056_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS052_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS047_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS057_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS032_A549_24H:B04,A549,M,10 uM,24 h
DOS049_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS053_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS043_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS057_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS042_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS057_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS034_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS012_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS008_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS043_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS047_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS033_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS005_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS034_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS055_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS049_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS046_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS057_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS058_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS027_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS026_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS050_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS056_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS032_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS042_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS059_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS055_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS055_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS046_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS056_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS042_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS039_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS026_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS046_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS051_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS039_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS055_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS056_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS040_HT29_24H:B04,HT29,F,10 uM,24 h
DOS056_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS040_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS046_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS029_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS004_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS010_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS016_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS057_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS013_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS055_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS047_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS048_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS051_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS051_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS059_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS033_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS060_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS049_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS052_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS052_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS020_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS032_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS034_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS047_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS037_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS041_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS053_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS054_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS034_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS034_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS046_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS032_A549_24H:A04,A549,M,0.5 uM,24 h
DOS053_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS036_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS055_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS033_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS044_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS048_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS033_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS033_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS054_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS032_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS033_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS047_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS054_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS055_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS023_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS041_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS046_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS053_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS054_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS010_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS046_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS051_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS052_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS054_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS025_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS053_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS042_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS025_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS012_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS047_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS053_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS053_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS060_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS047_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS019_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS016_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS043_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS051_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS039_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS033_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS011_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS011_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS034_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS045_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS051_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS059_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS057_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS052_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS041_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS046_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS021_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS054_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS032_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS046_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS053_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS056_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS057_PC3_24H:BRD-K81418486:0.1,PC3,M,0.12 uM,24 h
DOS037_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS059_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
DOS037_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS055_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS057_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS053_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS033_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS034_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS017_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS022_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS028_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS053_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS054_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS050_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS055_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS057_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS047_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS051_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS046_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS056_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS033_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS049_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS058_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS043_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS060_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS056_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS033_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS054_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS042_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS059_HT29_24H:BRD-K81418486:0.1,HT29,F,0.12 uM,24 h
DOS046_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS017_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS054_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
DOS050_HT29_24H:B03,HT29,F,0.12 uM,24 h
DOS059_A549_24H:BRD-K81418486:0.5,A549,M,0.5 uM,24 h
DOS059_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS047_PC3_24H:BRD-K81418486:0.5,PC3,M,0.5 uM,24 h
DOS045_A549_24H:B03,A549,M,0.12 uM,24 h
DOS027_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
DOS014_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS052_A549_24H:BRD-K81418486:0.1,A549,M,0.12 uM,24 h
DOS052_MCF7_24H:BRD-K81418486:0.1,MCF7,F,0.12 uM,24 h
DOS056_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS041_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS033_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS033_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS020_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS056_HT29_24H:BRD-K81418486:0.5,HT29,F,0.5 uM,24 h
DOS057_MCF7_24H:BRD-K81418486:0.5,MCF7,F,0.5 uM,24 h
DOS022_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS060_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS033_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS050_HT29_24H:B04,HT29,F,10 uM,24 h
DOS034_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
DOS058_A375_24H:BRD-K81418486:0.5,A375,F,0.5 uM,24 h
DOS034_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
DOS002_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
DOS036_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
DOS055_A375_24H:BRD-K81418486:0.1,A375,F,0.12 uM,24 h
DOS050_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
